M&A SDC Deal Number,Date Announced,Target Full Name,Acquiror Full Name,Date Effective,Acquiror 6-digit CUSIP,Target 6-digit CUSIP,SDC Deal No
3966344020,08/23/2022,Town & Country Financial Corp,HBT Financial Inc,02/01/2023,404111,892039,3966344020
3964886020,08/22/2022,Computer Services Inc,Catalyst Top Parent Inc,11/16/2022,9M4177,20539A,3964886020
3964995020,08/22/2022,White Mountains Insurance Group Ltd,White Mountains Insurance Group Ltd,09/26/2022,G9618E,G9618E,3964995020
3963878040,08/19/2022,PTB Group Ltd,PAG Holding Corp,11/30/2022,9M3463,71437C,3963878040
3963918040,08/19/2022,Red Planet Japan Inc,EV O FUND LLC,09/16/2022,9M3507,1C7986,3963918040
4212650020,08/19/2022,Old Republic International Corp,Old Republic International Corp,03/01/2024,680223,680223,4212650020
3963647020,08/18/2022,Farmers Bankshares Inc,TowneBank,01/13/2023,89214P,309479,3963647020
3965191040,08/18/2022,Zomato Ltd,Investor Group,08/18/2022,46145M,4L3564,3965191040
3970953020,08/18/2022,CHC Group LLC,Creditors,08/18/2022,22542Z,2L9637,3970953020
3962956020,08/17/2022,DCP Midstream LP,Phillips 66,06/15/2023,718546,23311P,3962956020
3962514020,08/16/2022,Tile Shop Holdings Inc,Tile Shop Holdings Inc,12/31/2022,88677Q,88677Q,3962514020
3962607020,08/16/2022,Hill International Inc,Global Infrastructure Solutions Inc,12/27/2022,1H0894,431466,3962607020
3963339040,08/16/2022,Max Healthcare Institute Ltd,Investor Group,08/16/2022,46145M,6K0453,3963339040
3974900020,08/16/2022,Endo International PLC,Creditors,04/23/2024,22542Z,G30401,3974900020
3961705040,08/15/2022,Nearmap Ltd,Thoma Bravo LP,12/15/2022,88774R,Q6S16D,3961705040
3961844040,08/15/2022,istyle Inc,Investor Group,09/06/2022,46145M,46540A,3961844040
3972014020,08/15/2022,Regis Corp,Regis Corp,08/15/2022,758932,758932,3972014020
4031697020,08/15/2022,Royal Caribbean Cruises Ltd,Royal Caribbean Cruises Ltd,08/18/2022,V7780T,V7780T,4031697020
3960872020,08/11/2022,iStar Inc,Safehold Inc,03/31/2023,2P1841,45031U,3960872020
3961524020,08/11/2022,RCM Technologies Inc,RCM Technologies Inc,04/01/2023,749360,749360,3961524020
4115108020,08/11/2022,Macquarie Global Infrastructure Total Return Fund Inc,Aberdeen Standard Global Infrastructure Public Private Income Fund,03/13/2023,3K6862,55608D,4115108020
3969806020,08/10/2022,Branded Legacy Inc,Branded Legacy Inc,08/10/2022,10528L,10528L,3969806020
3959809020,08/09/2022,BBQ Holdings Inc,MTY Franchising USA Inc,09/28/2022,3C7324,05551A,3959809020
3961280020,08/09/2022,CarLotz Inc,Shift Technologies Inc,12/09/2022,82452T,142552,3961280020
3958422020,08/08/2022,Global Blood Therapeutics Inc,Pfizer Inc,10/05/2022,717081,37890U,3958422020
3959012020,08/08/2022,Avalara Inc,Lava Intermediate Inc,10/19/2022,9M0589,05338G,3959012020
3959200020,08/08/2022,Cyberoptics Corp,Nordson Corp,11/03/2022,655663,232517,3959200020
3959207020,08/08/2022,Professional Holding Corp,Seacoast Banking Corp of Florida,01/31/2023,811707,743139,3959207020
3959455020,08/08/2022,VAALCO Energy Inc,VAALCO Energy Inc,05/07/2024,91851C,91851C,3959455020
3960859020,08/08/2022,Clearside Biomedical Inc,Healthcare Royalty Partners LP,08/08/2022,1A3192,185063,3960859020
3958900040,08/05/2022,Korea Zinc Co Ltd,Hanwha H2 Energy USA Corp,08/18/2022,8M9980,60066Y,3958900040
3959435040,08/05/2022,Trend Micro Inc,ValueAct Capital Management LP,08/05/2022,92041M,89486M,3959435040
3956504020,08/04/2022,Atlas Air Worldwide Holdings Inc,Rand Parent LLC,03/17/2023,8M9323,049164,3956504020
3957825020,08/04/2022,ChemoCentryx Inc,Amgen Inc,10/20/2022,031162,16383L,3957825020
3957926020,08/04/2022,Knife River Corp,Shareholders,06/01/2023,81949M,498894,3957926020
3957273020,08/03/2022,Ping Identity Holding Corp,Thoma Bravo LP,10/18/2022,88774R,72341T,3957273020
3970503020,08/03/2022,Unum Group,Unum Group,08/03/2022,91529Y,91529Y,3970503020
3971977020,08/03/2022,Direct Digital Holdings Inc,Direct Digital Holdings Inc,08/03/2022,25461T,25461T,3971977020
3956453040,08/02/2022,Sierra Wireless Inc,Semtech Corp,01/12/2023,816850,826516,3956453040
3961107040,08/02/2022,Greens Co Ltd,Star Asia Management LLC,08/02/2022,4M4620,9A9521,3961107040
3961123040,08/02/2022,Washington Hotel Corp,Star Asia Management LLC,08/02/2022,4M4620,93886X,3961123040
3969359020,08/02/2022,IPG Photonics Corp,IPG Photonics Corp,05/02/2023,44980X,44980X,3969359020
4054596020,08/02/2022,Moody's Corp,Bondholders,08/08/2022,09788F,615369,4054596020
3956230020,08/01/2022,EVO Payments Inc,Global Payments Inc,03/24/2023,37940X,26927E,3956230020
3956327020,08/01/2022,Romeo Power Inc,Nikola Corp,10/13/2022,654110,776153,3956327020
3956684020,08/01/2022,Celsius Holdings Inc,PepsiCo Inc,08/01/2022,713448,15118V,3956684020
4021279020,08/01/2022,TherapeuticsMD Inc,TherapeuticsMD Inc,01/03/2023,88338N,88338N,4021279020
4031702020,08/01/2022,Royal Caribbean Cruises Ltd,Royal Caribbean Cruises Ltd,08/08/2022,V7780T,V7780T,4031702020
3870668040,07/29/2022,Yes Bank Ltd,Investor Group,12/13/2022,46145M,98618P,3870668040
3955213020,07/28/2022,PBF Logistics LP,PBF Energy Inc,11/30/2022,69318G,69318Q,3955213020
3955298020,07/28/2022,Realnetworks Inc,Greater Heights LLC,12/21/2022,8M7688,75605L,3955298020
3958624020,07/28/2022,PCB Bancorp,PCB Bancorp,04/21/2023,69320M,69320M,3958624020
3960412020,07/28/2022,"Northeast Community Bancorp Inc,White Plains,New York","Northeast Community Bancorp Inc,White Plains,New York",05/30/2023,664112,664112,3960412020
3954876020,07/27/2022,Heritage Southeast Bancorp Inc,"First Bancshares Inc,Hattiesburg,MS",01/01/2023,318916,6J5220,3954876020
3954402020,07/26/2022,ProPhase Labs Inc,ProPhase Labs Inc,02/28/2023,74345W,74345W,3954402020
3954536040,07/26/2022,Security Matters Ltd,Lionheart III Corp,03/08/2023,536262,6H1623,3954536040
3954778020,07/26/2022,Pzena Investment Management Inc,Pzena Investment Management LLC,10/31/2022,69543J,74731Q,3954778020
3989575020,07/26/2022,Western New England Bancorp Inc,Western New England Bancorp Inc,06/10/2024,958892,958892,3989575020
3953827020,07/25/2022,Infrastructure & Energy Alternatives Inc,MasTec Inc,10/07/2022,576323,45686J,3953827020
3953858020,07/25/2022,Zymergen Inc,Ginkgo Bioworks Holdings Inc,10/19/2022,37611X,98985X,3953858020
3953986020,07/25/2022,Shell Midstream Partners LP,Shell Midstream LP Holdings LLC,10/19/2022,8M6682,822634,3953986020
3957993020,07/25/2022,AutoWeb Inc,Unity AC 2 Inc,08/31/2022,8M9426,05335B,3957993020
3950947020,07/21/2022,1Life Healthcare Inc,Amazon.com Inc,02/22/2023,023135,68269G,3950947020
3952843020,07/21/2022,Hanger Inc,Patient Square Capital LP,10/03/2022,5K7508,41043F,3952843020
3954697040,07/19/2022,PVI Holdings,MiddleGround Capital LLC,07/19/2022,2J9495,69169K,3954697040
3957871020,07/18/2022,The GEO Group Inc,Bondholders,08/22/2022,09788F,36159R,3957871020
3969353020,07/18/2022,ODP Corp,ODP Corp,08/15/2022,0L2617,0L2617,3969353020
3948583020,07/13/2022,Occidental Petroleum Corp,Berkshire Hathaway Inc,07/13/2022,084670,674599,3948583020
3947812020,07/12/2022,Sharps Compliance Corp,Raven Buyer Inc,08/22/2022,8M6664,820017,3947812020
3948886020,07/12/2022,Territorial Bancorp Inc,Territorial Bancorp Inc,07/12/2022,88145X,88145X,3948886020
3950507040,07/12/2022,Comp SA,Parea Capital Partners LP,07/12/2022,8M5549,20569Y,3950507040
3947417020,07/11/2022,Crossroads Impact Corp,Investor Group,07/11/2022,46145M,22766K,3947417020
3947447020,07/11/2022,La Jolla Pharmaceutical Co,Innoviva Inc,08/22/2022,45781M,503459,3947447020
3960927020,07/11/2022,Emmis Communications Corp,Emmis Communications Corp,08/11/2022,291525,291525,3960927020
3970497020,07/11/2022,Pareteum Corp,Investor Group,07/11/2022,46145M,69946T,3970497020
3972692020,07/08/2022,Western Metals Corp,LOTO Energy II LLC,09/08/2022,9M9763,958619,3972692020
3945908020,07/07/2022,Meridian Bioscience Inc,Columbus Holding Co,01/31/2023,8M2363,589584,3945908020
3945570040,07/06/2022,Resolute Forest Products Inc,Domtar Corp,03/01/2023,257559,76117W,3945570040
3947180020,07/06/2022,Voyager Digital Ltd,Creditors,05/18/2023,22542Z,92919V,3947180020
4034198020,07/06/2022,Sisecam Resources LP,Sisecam Chemicals Wyoming LLC,05/26/2023,4N3690,172464,4034198020
3945555040,07/05/2022,Airobotics Ltd,Ondas Holdings Inc,01/23/2023,68236H,6L3104,3945555040
3945651020,07/05/2022,Tyme Technologies Inc,Tack Acquisition Corp,09/16/2022,87367V,90238J,3945651020
3946386040,07/05/2022,Boohoo Group PLC,Citadel Enterprise Americas LLC,07/05/2022,17441V,2J5038,3946386040
3945193040,07/04/2022,Alexco Resource Corp,Hecla Mining Co,09/07/2022,422704,01535P,3945193040
3960356020,07/01/2022,Kohl's Corp,Kohl's Corp,11/18/2022,500255,500255,3960356020
3943642040,06/30/2022,UET United Electronic Technology AG,Strategic Partners,06/30/2022,3A4873,7A3407,3943642040
3961277020,06/30/2022,Vornado Realty Trust,Vornado Realty Trust,06/30/2022,929042,929042,3961277020
4028069020,06/30/2022,Enjoy Technology Inc,Enjoy Technology Inc,12/15/2022,0M0374,0M0374,4028069020
3943606020,06/28/2022,Cannae Holdings Inc,Cannae Holdings Inc,06/28/2022,13765N,13765N,3943606020
3961283020,06/28/2022,Vornado Realty Trust,Vornado Realty Trust,06/28/2022,929042,929042,3961283020
3938992020,06/24/2022,Zendesk Inc,Zendesk Inc SPV,11/22/2022,7M7157,98936J,3938992020
3939722020,06/24/2022,USA Truck Inc,Schenker Inc,09/15/2022,80677R,902925,3939722020
3942708020,06/24/2022,Bally's Corp,Bally's Corp,07/27/2022,05875B,05875B,3942708020
3938924020,06/23/2022,Radius Health Inc,Investor Group,08/15/2022,46145M,750469,3938924020
3938311020,06/22/2022,Ocean Bio-Chem Inc,OneWater Marine Inc,08/09/2022,68280L,674631,3938311020
3937161040,06/21/2022,Rada Electronic Industries Ltd,Leonard DRS Inc,11/28/2022,2L4188,750115,3937161040
3937297020,06/21/2022,Convey Health Solutions Holdings Inc,Commodore Parent 2022 LLC,10/07/2022,7M6982,21258C,3937297020
3937858020,06/21/2022,"GrandSouth Bancorp,Greenville, South Carolina",First Bancorp,01/01/2023,318910,38663E,3937858020
3939375020,06/21/2022,US Well Services Inc,ProFrac Holding Corp,11/01/2022,74319N,91274U,3939375020
3940081020,06/21/2022,Flotek Industries Inc,ProFrac Holdings II LLC,06/21/2022,5M2282,343389,3940081020
3940579040,06/20/2022,Valneva SE,Pfizer Inc,06/23/2022,717081,92025Y,3940579040
3961595020,06/16/2022,Akero Therapeutics Inc,Pfizer Inc,06/17/2022,717081,00973Y,3961595020
3961287020,06/15/2022,Vornado Realty Trust,Vornado Realty Trust,06/15/2022,929042,929042,3961287020
3976880020,06/15/2022,Revlon Inc,Revlon Inc,05/02/2023,761525,761525,3976880020
3933478020,06/14/2022,Continental Resources Inc,Omega Acquisition Inc,11/22/2022,1N1135,212015,3933478020
3933870020,06/14/2022,Peoples Sidney Financial Corp,Farmers & Merchants Bancorp Inc,10/03/2022,307795,712308,3933870020
3933220040,06/13/2022,UEX Corp,Uranium Energy Corp,08/22/2022,916896,902666,3933220040
3939039020,06/09/2022,Ecoark Holdings Inc,Digital Power Lending LLC,09/07/2022,0J5610,55967R,3939039020
3943008020,06/07/2022,ChampionX Corp,ChampionX Corp,06/07/2022,15872M,15872M,3943008020
3940312020,06/06/2022,TaskUs Inc,Wasatch Global Investors Inc,06/06/2022,2K4403,87652V,3940312020
3929024020,06/03/2022,Turning Point Therapeutics Inc,Bristol-Myers Squibb Co,08/17/2022,110122,90041T,3929024020
3927226020,05/31/2022,CatchMark Timber Trust Inc,PotlatchDeltic Corp,09/14/2022,2H4025,14912Y,3927226020
3931731020,05/31/2022,Rockwell Medical Inc,Armistice Capital Master Fund Ltd,06/07/2022,8L8825,774374,3931731020
3938549020,05/31/2022,KKR & Co Inc,KKR Aubergine Inc,05/31/2022,7M9935,48251W,3938549020
3978278020,05/27/2022,CBL & Associates Properties Inc,Bondholders,06/07/2022,09788F,124830,3978278020
3923437020,05/26/2022,VMware Inc,Broadcom Inc,11/22/2023,11135F,928563,3923437020
3925833020,05/26/2022,Liberty Bancshares Inc,Middlefield Banc Corp,12/01/2022,596304,530180,3925833020
3953796020,05/26/2022,Diebold Nixdorf Inc,Diebold Nixdorf Inc,12/29/2022,253651,253651,3953796020
3924987020,05/25/2022,Covetrus Inc,Corgi Bidco Inc,10/13/2022,6M7803,0J5371,3924987020
3925035040,05/25/2022,Mercell Holding AS,Spring Cayman Bidco LLC,08/16/2022,6M7960,3J6920,3925035040
3925824020,05/25/2022,StoneMor Inc,Axar Capital Management LP,11/03/2022,1F0760,7H4073,3925824020
3924290020,05/24/2022,PCSB Financial Corp,Brookline Bancorp Inc,01/01/2023,11373M,0H3987,3924290020
3936695020,05/24/2022,Nuveen Enhanced Municipal Value Fund,Nuveen Municipal Credit Income Fund,06/06/2022,7M5632,67083R,3936695020
3924991020,05/23/2022,CynergisTek Inc,Clearwater Compliance LLC,09/01/2022,9H0137,0H1790,3924991020
3941994020,05/23/2022,Symbolic Logic Inc,Symbolic Logic Inc,06/28/2022,30049R,30049R,3941994020
3950461020,05/18/2022,Vestin Realty Mortgage I Inc,Suncrest Holdings LLC,07/05/2022,8M5501,925490,3950461020
3970467020,05/17/2022,PLBY Group Inc,Fortress Investment Group LLC,05/17/2022,34958B,72814P,3970467020
3919819020,05/16/2022,ManTech International Corp,Moose Bidco Inc,09/14/2022,6M4955,564563,3919819020
3919987020,05/16/2022,Rattler Midstream Partners LP,Diamondback Energy Inc,08/25/2022,25278X,75419T,3919987020
3919131020,05/12/2022,First Citrus Bancorp Inc,DFCU Financial Federal Credit Union,01/03/2023,23865P,6M4338,3919131020
3919185040,05/12/2022,Emerald Health Therapeutics Inc,Skye Bioscience Inc,11/10/2022,83086J,872239,3919185040
3918598020,05/11/2022,Trecora Resources,Balmoral Funds LLC,06/27/2022,05193J,894648,3918598020
3918833040,05/11/2022,AS Roma SpA,Romulus & Remus Investments LLC,09/14/2022,4K9836,77580A,3918833040
3919111020,05/11/2022,Redbox Entertainment Inc,Chicken Soup for the Soul Entertainment Inc,08/11/2022,16842Q,75724T,3919111020
3936422020,05/11/2022,Dthera Sciences,Telememory Holding Corp,05/11/2022,7M5373,7H2371,3936422020
4004678020,05/11/2022,FFBW Inc,FFBW Inc,08/31/2022,5F9987,5F9987,4004678020
3917838020,05/10/2022,Biohaven Pharmaceutical Holding Co Ltd,Pfizer Inc,10/03/2022,717081,G11196,3917838020
3917881020,05/10/2022,Duke Realty Corp,Prologis Inc,10/03/2022,74340W,264411,3917881020
3918479020,05/10/2022,Talen Energy Corp,Creditors,05/17/2023,22542Z,87422J,3918479020
3922259040,05/10/2022,Equity Group Holdings Ltd,Investor Group,05/10/2022,46145M,5C5612,3922259040
3917579020,05/09/2022,Hemisphere Media Group Inc,Gato Investments LP,09/13/2022,6M3300,42365Q,3917579020
3917607020,05/09/2022,ServiceSource International Inc,Concentrix Corp,07/20/2022,20602D,81763U,3917607020
4077096020,05/09/2022,Builders FirstSource Inc,Builders FirstSource Inc,04/30/2023,12008R,12008R,4077096020
4083684020,05/09/2022,SciPlay Corp,SciPlay Corp,05/03/2023,809087,809087,4083684020
3917211040,05/06/2022,Avicanna Inc,Investor Group,05/06/2022,46145M,05368K,3917211040
3917332040,05/06/2022,Global Blue Group Holding AG,Investor Group,06/15/2022,46145M,H33700,3917332040
3916812020,05/05/2022,Funko Inc,Investor Group,05/19/2022,46145M,361008,3916812020
3917005020,05/05/2022,Occidental Petroleum Corp,Berkshire Hathaway Inc,05/05/2022,084670,674599,3917005020
3925225020,05/05/2022,Victory Capital Holdings Inc,Victory Capital Holdings Inc,03/15/2023,92645B,92645B,3925225020
3916261020,05/04/2022,Black Knight Inc,Intercontinental Exchange Inc,09/05/2023,45866F,09215C,3916261020
3918591020,05/03/2022,BlueLinx Holdings Inc,BlueLinx Holdings Inc,11/01/2022,09624H,09624H,3918591020
3916879020,05/02/2022,CCOM Group Inc,Daikin Comfort Technologies North America Inc,05/02/2022,2N5098,12504V,3916879020
3915190020,04/29/2022,GTY Technology Holdings Inc,GI Manager LP,07/07/2022,37995A,G4182A,3915190020
3915280040,04/29/2022,5th Planet Games A/S,Skybound Game Studios Inc,06/28/2022,6M1530,3K3266,3915280040
3916907040,04/29/2022,Moscow Exchange MICEX-RTS PJSC,State Street Bank & Trust Co,04/29/2022,85744Q,59895W,3916907040
3918670020,04/27/2022,Sound Financial Bancorp Inc,Sound Financial Bancorp Inc,01/26/2024,83607A,83607A,3918670020
3925570040,04/26/2022,Omaxe Ltd,Varde Partners Inc,04/26/2022,92212C,68304M,3925570040
3912535020,04/25/2022,PS Business Parks Inc,Sequoia Parent LP,07/20/2022,5M9960,69360J,3912535020
3956690020,04/20/2022,Charge Enterprises Inc,Island Capital Group LLC,04/20/2022,46456H,159610,3956690020
4011108020,04/20/2022,GWG Holdings Inc,GWG Holdings Inc,08/01/2023,0C2861,0C2861,4011108020
3910535020,04/19/2022,American Campus Communities Inc,Abacus Parent LLC,08/09/2022,5M9433,024835,3910535020
3910739040,04/19/2022,Big River Gold Ltd,Aura Minerals Inc,09/09/2022,G06973,5J6463,3910739040
3911215020,04/19/2022,Checkmate Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,05/31/2022,75886F,162818,3911215020
3920269020,04/19/2022,Coeptis Therapeutics Inc,Bull Horn Holdings Corp,10/28/2022,G1686P,6M5037,3920269020
3925141020,04/19/2022,BioXcel Therapeutics Inc,Investor Group,04/19/2022,46145M,09075P,3925141020
3921574020,04/18/2022,Casa Systems Inc,Verizon Ventures LLC,04/18/2022,3F7620,14713L,3921574020
3902805020,04/14/2022,Twitter Inc,X Holdings I Inc,10/27/2022,6M1725,90184L,3902805020
3904087020,04/14/2022,Vidler Water Resources Inc,DR Horton Inc,05/25/2022,23331A,5M8119,3904087020
3902255020,04/13/2022,Antares Pharma Inc,Halozyme Therapeutics Inc,05/24/2022,40637H,036642,3902255020
3902536040,04/13/2022,Redline Communications Group Inc,Aviat Networks Inc,07/05/2022,05366Y,757637,3902536040
3931789020,04/13/2022,JPMorgan Chase & Co,JPMorgan Chase & Co,06/28/2024,46625H,46625H,3931789020
3920671020,04/12/2022,ION Geophysical Corp,Creditors,09/12/2022,22542Z,462044,3920671020
3900673020,04/11/2022,Sailpoint Technologies Holdings Inc,Thoma Bravo LP,08/16/2022,88774R,78781P,3900673020
3900857020,04/11/2022,Datto Holding Corp,Kaseya Inc,06/23/2022,2C3038,23821D,3900857020
4013224020,04/11/2022,Sprinklr Inc,Hellman & Friedman LLC,04/19/2022,42339V,85208T,4013224020
3899664020,04/07/2022,CDK Global Inc,Central Parent LLC,07/06/2022,5M9826,3C3196,3899664020
3899421020,04/06/2022,Tufin Software Technologies Ltd,Turn/River Capital LP,08/25/2022,3F1541,5M5676,3899421020
3901957040,04/06/2022,Calgro M3 Holdings Ltd,University of Notre Dame Du Lac,04/06/2022,91472T,13102V,3901957040
3910996020,04/06/2022,American International Group Inc,Bondholders,04/06/2022,09788F,026874,3910996020
3113593020,04/05/2022,Tivity Health Inc,Titan-Atlas Parent Inc,06/28/2022,5M5306,88870R,3113593020
3898639020,04/04/2022,Twitter Inc,Elon R Musk,04/04/2022,3H6948,90184L,3898639020
3917645020,04/04/2022,Chargepoint Holdings Inc,Investor Group,04/12/2022,46145M,15961R,3917645020
3898058020,04/01/2022,Manning & Napier Inc,Callodine Group LLC,10/21/2022,8K4167,56388M,3898058020
3912445040,03/31/2022,Max Healthcare Institute Ltd,Investor Group,03/31/2022,46145M,6K0453,3912445040
3921544020,03/31/2022,Tristar Gold Inc,Auramet Trading LLC,04/18/2022,05142K,89678B,3921544020
3928655020,03/31/2022,Acacia Research Corp,Acacia Research Corp,08/11/2022,003881,003881,3928655020
3885363040,03/30/2022,IIFL Wealth Management Ltd,BC Asia Investments X Ltd,11/22/2022,5M3767,9A9476,3885363040
3895549020,03/29/2022,LHC Group Inc,Optum Inc,02/22/2023,68397C,50187A,3895549020
3307784020,03/28/2022,Plantronics Inc,HP Inc,08/29/2022,428236,727493,3307784020
3895391020,03/28/2022,Randolph Bancorp Inc,Hometown Financial Group Inc,10/07/2022,5H8109,752378,3895391020
3895657040,03/28/2022,Acacia Pharma Group PLC,Eagle Pharmaceuticals Inc,06/09/2022,269796,2H6217,3895657040
3896315040,03/28/2022,China Foods Ltd,Henricksen Inc,03/28/2022,5M3245,17210R,3896315040
3943509020,03/28/2022,Evercore Inc,ABS Investment Management LLC,03/28/2022,06507V,29977A,3943509020
3894888020,03/25/2022,Neenah Inc,Schweitzer-Mauduit International Inc,07/06/2022,808541,640079,3894888020
4222264020,03/25/2022,International Baler Corp,Avis Industrial Corp,05/31/2022,053789,459040,4222264020
3892513020,03/24/2022,Emclaire Financial Corp,Farmers National Banc Corp,01/01/2023,309627,290828,3892513020
3891802040,03/23/2022,HUB Cyber Security (Israel) Ltd,Mount Rainier Acquisition Corp,02/28/2023,623006,5M1232,3891802040
3891488040,03/22/2022,Blue Lagoon Resources Inc,Crescat Capital LLC,03/22/2022,5K5600,09564P,3891488040
3891600040,03/22/2022,Love Group Global Ltd,Hao Ye,03/22/2022,5M0149,0J4370,3891600040
